"Term ID","Term Name","Term Slug",thumbnails,"Parent ID"
115,"50 Titanium 4G",50-titanium-4g,http://localhost/atom-wp/wp-content/uploads/models/50-titanium-4g.png,71
116,"55 Platinum",55-platinum,http://localhost/atom-wp/wp-content/uploads/models/55-platinum.png,71
117,"Diamond Plus",diamond-plus,http://localhost/atom-wp/wp-content/uploads/models/diamond-plus.png,71
118,"55 Helium Plus",55-helium-plus,http://localhost/atom-wp/wp-content/uploads/models/archos-55-helium-plus.jpg,71
